monthly_income,income_variability,income_regularity,income_sources,monthly_transaction_count,average_transaction_value,transaction_consistency,digital_payment_ratio,electricity_payment_consistency,mobile_payment_consistency,rent_payment_consistency,average_payment_delay,on_time_payment_ratio,monthly_savings,savings_ratio,upi_activity_months,digital_activity_months,transaction_history_months,age_group,gender,income_group,occupation_category,repayment_probability,repayment_outcome
76877.76,0.6799,0.3753,4,69,387.04,0.3349,0.778,0.3812,0.3833,0.3498,23.4,0.3714,14336.09,0.1865,8,15,5,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.2987,0
30271.3,0.3122,0.6606,3,49,150.0,0.7857,0.9129,0.662,0.6249,0.6275,14.05,0.6382,9362.29,0.3093,12,17,9,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9579,1
12000.0,0.2197,0.8662,2,39,150.0,0.4168,0.6389,0.7308,0.704,0.7393,10.79,0.7247,3222.06,0.2685,26,38,22,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9401,1
62803.52,0.593,0.5147,2,72,354.47,0.387,0.7779,0.6519,0.6209,0.5649,18.58,0.6126,20456.86,0.3257,6,15,2,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6924,1
125956.07,0.3291,0.8996,1,87,386.89,0.7413,0.7351,0.6425,0.6697,0.6178,12.92,0.6433,22202.68,0.1763,34,38,32,<25,Female,Upper Middle (>80k),Freelancer / Creator,0.9526,1
43102.51,0.2762,0.8754,2,58,496.55,0.6082,0.6692,0.6177,0.5978,0.6637,14.87,0.6264,10894.67,0.2528,18,24,18,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.8911,1
90045.28,0.4663,0.5569,1,68,603.13,0.2406,0.7934,0.4282,0.4786,0.4392,19.31,0.4487,9639.41,0.1071,44,51,44,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.402,1
38461.53,0.4349,0.5958,1,47,492.89,0.4435,0.914,0.6734,0.6919,0.6048,17.6,0.6567,8733.88,0.2271,32,37,32,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.8803,1
48874.17,0.3214,0.8351,2,54,341.58,0.6415,0.8995,0.5012,0.4934,0.6045,18.51,0.533,7835.46,0.1603,20,23,15,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.9209,0
44224.42,0.2324,0.7915,1,59,187.05,0.7061,0.6989,0.8058,0.7989,0.7887,13.99,0.7978,17901.29,0.4048,26,41,21,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9729,1
22716.12,0.4216,0.6368,2,57,150.0,0.8695,0.549,0.6137,0.5611,0.5055,16.17,0.5601,5845.74,0.2573,26,28,21,<25,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.8787,1
21453.22,0.2311,0.6472,1,51,299.31,0.6068,0.5972,0.6553,0.6357,0.6868,16.06,0.6593,6337.04,0.2954,6,17,1,25-34,Male,Low Income (<30k),Freelancer / Creator,0.9454,1
106672.85,0.8098,0.1959,1,71,685.72,0.6236,0.7899,0.4252,0.4745,0.466,19.14,0.4552,21998.48,0.2062,34,51,31,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.3564,0
31997.11,0.3857,0.5615,2,50,523.42,0.6164,0.8291,0.5064,0.4463,0.469,20.2,0.4739,6588.58,0.2059,6,21,1,35-49,Male,Middle Income (30k-80k),Salaried Entry-level,0.7023,1
56653.49,0.2436,0.8263,2,52,468.09,0.2763,0.845,0.5936,0.6506,0.5572,14.05,0.6005,10762.76,0.19,39,56,35,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9453,1
74065.3,0.6286,0.5295,1,65,665.63,0.5733,0.7374,0.5779,0.624,0.6756,19.14,0.6258,17643.35,0.2382,3,17,2,50+,Male,Middle Income (30k-80k),Salaried Entry-level,0.6088,0
53628.86,0.3999,0.6116,2,55,445.24,0.6884,0.6731,0.5946,0.6471,0.592,18.93,0.6112,13007.85,0.2426,23,32,19,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.7849,1
24133.67,0.3501,0.7813,1,53,289.63,0.6394,0.5637,0.6863,0.6719,0.67,12.12,0.6761,6962.45,0.2885,54,57,51,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9294,1
41162.88,0.4325,0.6574,2,57,276.44,0.371,0.49,0.5444,0.5504,0.4674,19.21,0.5207,8113.62,0.1971,31,38,29,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.7081,1
69310.92,0.301,0.686,1,70,554.02,0.7243,0.7443,0.4425,0.4422,0.4706,21.97,0.4517,12038.9,0.1737,20,28,19,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7757,1
13634.35,0.277,0.7404,1,42,150.0,0.6644,0.6738,0.5161,0.5245,0.5506,16.5,0.5304,3117.99,0.2287,29,36,29,35-49,Female,Low Income (<30k),Student / First-time Earner,0.8743,1
42074.2,0.4795,0.7186,1,50,625.43,0.4974,0.6665,0.5202,0.4416,0.5221,25.35,0.4946,7867.73,0.187,15,22,11,50+,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.6359,1
24872.44,0.5126,0.526,1,42,200.2,0.7879,0.6638,0.5266,0.5056,0.5652,17.96,0.5325,6987.77,0.2809,3,7,1,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.5893,1
12000.0,0.2291,0.8749,1,48,231.48,0.4265,0.7035,0.5775,0.5143,0.5788,17.15,0.5569,1750.19,0.1458,14,27,14,50+,Male,Low Income (<30k),Student / First-time Earner,0.8286,1
12000.0,0.3266,0.7874,2,39,150.0,0.2773,0.4732,0.5686,0.6176,0.5266,18.62,0.5709,4025.54,0.3355,15,32,13,35-49,Male,Low Income (<30k),Student / First-time Earner,0.9163,1
34608.74,0.1239,0.9765,3,56,150.0,0.8701,0.5172,0.6979,0.7193,0.6744,10.86,0.6972,10376.13,0.2998,30,38,29,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9742,1
36635.85,0.5502,0.5834,1,47,229.4,0.6125,0.5373,0.6188,0.5729,0.5373,15.76,0.5763,8985.93,0.2453,40,50,40,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.7466,1
41130.73,0.4327,0.7463,2,53,428.76,0.8606,0.7735,0.7226,0.7406,0.743,12.29,0.7354,9907.15,0.2409,42,51,39,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9468,1
37666.08,0.2023,0.7979,1,49,213.78,0.5805,0.6875,0.5737,0.5662,0.6273,17.41,0.5891,12849.56,0.3411,8,15,8,25-34,Female,Middle Income (30k-80k),Gig Worker / Delivery,0.9274,1
92366.42,0.6216,0.5948,1,67,728.79,0.6871,0.4313,0.4824,0.4945,0.4286,18.6,0.4685,11584.69,0.1254,7,20,5,<25,Male,Upper Middle (>80k),Freelancer / Creator,0.5651,1
58475.75,0.2341,0.7657,2,54,454.52,0.7755,0.6803,0.6443,0.684,0.6396,13.14,0.656,14676.46,0.251,23,38,21,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.9571,1
22154.62,0.372,0.6263,1,33,306.65,0.5282,0.8063,0.6724,0.7281,0.6918,13.98,0.6974,5845.44,0.2638,72,76,60,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9532,1
37691.36,0.3978,0.6346,1,61,507.2,0.6818,0.6551,0.5945,0.636,0.559,16.71,0.5965,8623.33,0.2288,27,38,24,35-49,Female,Middle Income (30k-80k),Freelancer / Creator,0.8187,1
19287.06,0.3644,0.6753,1,57,274.8,0.8149,0.8259,0.7208,0.6465,0.6225,12.21,0.6633,5131.2,0.266,23,34,22,35-49,Female,Low Income (<30k),Freelancer / Creator,0.9697,1
63062.04,0.5466,0.6336,2,65,200.87,0.7968,0.9051,0.7889,0.7738,0.7428,12.46,0.7685,15758.39,0.2499,21,28,19,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8915,1
41229.44,0.4547,0.525,3,54,252.39,0.7691,0.5815,0.6089,0.6029,0.5792,14.15,0.597,9722.85,0.2358,23,39,23,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8733,1
67163.49,0.2397,0.8318,1,70,519.62,0.5518,0.6718,0.729,0.7334,0.7835,13.05,0.7487,18815.01,0.2801,12,16,9,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.8956,1
26366.48,0.2646,0.7671,1,44,408.88,0.713,0.7981,0.7346,0.6832,0.7381,10.02,0.7186,9279.4,0.3519,10,13,5,25-34,Female,Low Income (<30k),Freelancer / Creator,0.9622,1
37550.48,0.3677,0.7058,1,56,150.0,0.3031,0.8027,0.5801,0.6029,0.5827,16.13,0.5886,8934.05,0.2379,26,36,25,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.8499,1
52144.57,0.5595,0.4279,2,67,357.05,0.6456,0.6898,0.4965,0.4771,0.5172,29.22,0.4969,8157.8,0.1564,20,24,15,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.5786,0
30932.69,0.6792,0.3728,1,47,250.98,0.4427,0.9354,0.312,0.358,0.3776,23.91,0.3492,5223.09,0.1689,34,39,33,25-34,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.5767,1
110340.42,0.277,0.925,3,72,665.01,0.4246,0.7774,0.5813,0.633,0.5272,19.26,0.5805,29669.53,0.2689,44,53,39,<25,Male,Upper Middle (>80k),Freelancer / Creator,0.9336,1
31314.22,0.5645,0.3695,1,52,201.59,0.2474,0.7306,0.3986,0.4537,0.4962,19.68,0.4495,5073.09,0.162,27,38,24,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.3246,0
42792.92,0.7709,0.3018,1,54,333.56,0.7361,0.927,0.6486,0.6349,0.6181,19.89,0.6339,10441.97,0.244,9,11,8,<25,Male,Middle Income (30k-80k),Freelancer / Creator,0.4268,0
12000.0,0.1176,0.9279,2,51,314.66,0.7318,0.5684,0.6012,0.6527,0.5901,16.16,0.6147,2765.91,0.2305,28,31,27,35-49,Female,Low Income (<30k),Student / First-time Earner,0.94,1
74308.5,0.3321,0.7182,4,66,295.46,0.7955,0.8844,0.7213,0.7104,0.6942,10.21,0.7086,17907.08,0.241,31,33,29,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9519,0
22157.51,0.4947,0.5013,2,50,292.59,0.8104,0.8508,0.589,0.5792,0.5493,16.53,0.5725,2533.24,0.1143,29,34,27,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8469,1
46794.14,0.4283,0.6049,1,54,460.62,0.5806,0.7001,0.5575,0.6046,0.6307,14.37,0.5976,11720.34,0.2505,45,59,45,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.8387,1
37786.52,0.317,0.6957,3,45,360.43,0.7146,0.6321,0.5133,0.4983,0.5606,17.88,0.524,11297.21,0.299,31,47,27,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.8319,1
56755.89,0.5243,0.5151,1,58,573.21,0.7793,0.956,0.4851,0.5335,0.6025,16.12,0.5404,12822.26,0.2259,34,38,33,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7381,1
12648.65,0.4002,0.5738,1,57,150.0,0.7313,0.9163,0.551,0.6211,0.5446,16.23,0.5722,3199.25,0.2529,15,30,13,<25,Female,Low Income (<30k),Student / First-time Earner,0.7778,1
28564.25,0.2711,0.6722,4,61,255.56,0.5771,0.6181,0.7313,0.6953,0.7069,13.11,0.7112,8577.42,0.3003,27,41,24,25-34,Male,Low Income (<30k),Salaried Entry-level,0.8857,1
27597.21,0.2374,0.7785,2,50,516.24,0.5918,0.8215,0.7152,0.7174,0.706,14.67,0.7129,7299.41,0.2645,10,18,6,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.9323,1
21198.46,0.6011,0.5314,1,43,343.09,0.3925,0.7538,0.4122,0.4301,0.5019,22.08,0.4481,2680.47,0.1264,11,19,10,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.4143,1
75043.65,0.498,0.4964,2,64,668.48,0.7969,0.7548,0.4911,0.4747,0.4147,20.04,0.4602,4528.76,0.0603,44,58,41,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.8117,1
27370.58,0.393,0.6836,2,63,150.0,0.7411,0.9895,0.6022,0.572,0.5112,21.15,0.5618,6441.88,0.2354,22,37,22,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.9352,1
35742.76,0.4635,0.6241,1,50,365.37,0.7988,0.6075,0.5636,0.5522,0.5745,18.21,0.5634,7297.33,0.2042,12,29,7,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7768,0
93191.01,0.1646,0.8254,2,79,631.76,0.6117,0.7914,0.6816,0.6728,0.6789,13.35,0.6778,18257.75,0.1959,33,49,33,<25,Female,Upper Middle (>80k),Salaried Entry-level,0.9268,1
105191.81,0.1796,0.7952,1,70,579.98,0.8948,0.8571,0.6634,0.6947,0.6769,12.15,0.6783,31458.86,0.2991,9,15,7,25-34,Female,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9533,1
147202.24,0.5434,0.5206,1,100,627.98,0.7497,0.7867,0.5619,0.6024,0.58,16.96,0.5814,35842.49,0.2435,48,61,48,<25,Female,Upper Middle (>80k),Freelancer / Creator,0.8207,1
47232.71,0.4137,0.6074,4,49,419.73,0.406,0.9797,0.5106,0.5137,0.4722,19.28,0.4988,10693.33,0.2264,13,26,12,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9054,1
20940.58,0.4935,0.5947,4,51,150.0,0.8337,0.9121,0.5844,0.6506,0.5654,14.39,0.6001,3591.91,0.1715,20,30,15,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.7999,1
53224.53,0.3816,0.8233,1,67,340.24,0.5729,0.8443,0.594,0.6119,0.6014,16.35,0.6024,10196.58,0.1916,12,22,9,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.8724,1
84390.6,0.2919,0.745,2,76,502.83,0.8892,0.7399,0.7649,0.7207,0.7246,9.34,0.7367,23736.68,0.2813,7,20,7,35-49,Male,Upper Middle (>80k),Informal MSME / Shopkeeper,0.9459,1
58611.78,0.2424,0.8167,1,68,243.58,0.7389,0.8701,0.6876,0.6525,0.6512,11.83,0.6638,19553.28,0.3336,16,31,11,50+,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9431,1
14312.35,0.6441,0.472,1,40,231.25,0.547,0.7802,0.2834,0.2962,0.322,24.52,0.3005,887.3,0.062,13,23,13,25-34,Female,Low Income (<30k),Gig Worker / Delivery,0.3193,0
28470.21,0.3134,0.9046,2,53,150.0,0.7046,0.7182,0.6591,0.6055,0.6756,13.85,0.6467,9515.18,0.3342,18,34,17,<25,Male,Low Income (<30k),Salaried Entry-level,0.9615,1
64151.44,0.5923,0.5878,2,63,464.42,0.6641,0.7451,0.4437,0.4717,0.4608,22.36,0.4587,10404.04,0.1622,41,48,36,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7315,1
22069.42,0.4132,0.8536,1,55,150.0,0.5497,0.7277,0.6737,0.6719,0.6587,14.6,0.6681,5984.19,0.2712,20,34,20,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.7665,1
12000.0,0.2655,0.7705,2,43,303.81,0.6457,0.5901,0.5227,0.5438,0.5275,18.55,0.5313,1878.64,0.1566,17,20,17,25-34,Male,Low Income (<30k),Student / First-time Earner,0.867,1
36673.9,0.6872,0.3461,2,44,536.84,0.7794,0.8223,0.3304,0.3408,0.3692,29.98,0.3468,3971.08,0.1083,26,29,21,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.3826,0
14784.65,0.1761,0.7473,1,43,167.33,0.5187,0.8843,0.5913,0.5561,0.5838,21.1,0.5771,3949.28,0.2671,56,71,51,<25,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.9654,1
37365.85,0.5808,0.4362,1,48,251.01,0.3571,0.5438,0.4438,0.4565,0.4672,19.13,0.4558,3082.58,0.0825,22,35,20,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.1872,0
12000.0,0.3302,0.758,1,46,248.24,0.7609,0.6657,0.7179,0.7596,0.6808,10.49,0.7194,3321.56,0.2768,22,24,19,25-34,Male,Low Income (<30k),Student / First-time Earner,0.9501,1
44740.7,0.3222,0.6946,1,49,427.9,0.5178,0.5126,0.7149,0.7097,0.6034,12.53,0.676,9405.43,0.2102,14,30,11,50+,Female,Middle Income (30k-80k),Salaried Entry-level,0.7282,1
67443.7,0.63,0.4752,1,62,379.21,0.4279,0.6542,0.5287,0.5256,0.4413,22.2,0.4985,11635.17,0.1725,29,45,24,35-49,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.4971,1
63012.22,0.8425,0.3131,1,58,150.0,0.5028,0.6939,0.3222,0.3057,0.3391,23.94,0.3223,6926.33,0.1099,16,23,14,<25,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.1687,1
73406.07,0.3187,0.7079,1,69,355.46,0.4339,0.556,0.5144,0.5037,0.5717,19.51,0.5299,4655.95,0.0634,2,14,1,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.5882,1
25581.03,0.3646,0.7268,2,53,179.13,0.8026,0.7451,0.4923,0.5043,0.4989,21.06,0.4985,4727.89,0.1848,26,32,26,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.8416,1
17384.31,0.3422,0.6871,1,48,150.0,0.5878,0.57,0.6116,0.6166,0.5951,16.22,0.6077,2542.02,0.1462,29,39,25,25-34,Male,Low Income (<30k),Gig Worker / Delivery,0.8779,1
50005.46,0.3966,0.5767,4,58,489.89,0.8842,0.8166,0.4848,0.4286,0.4453,22.5,0.4529,12805.54,0.2561,52,60,48,35-49,Male,Middle Income (30k-80k),Freelancer / Creator,0.8779,1
29542.19,0.2017,0.9317,1,46,403.88,0.765,0.938,0.635,0.6942,0.6183,14.66,0.6492,11057.41,0.3743,20,34,15,25-34,Male,Low Income (<30k),Salaried Entry-level,0.9877,1
17906.77,0.4884,0.6668,1,57,273.34,0.4928,0.7898,0.525,0.4803,0.5167,17.48,0.5073,4606.89,0.2573,35,51,30,25-34,Non-Binary/Other,Low Income (<30k),Gig Worker / Delivery,0.7839,1
49151.16,0.1339,0.8008,2,66,248.39,0.6088,0.8957,0.5309,0.4867,0.5554,25.76,0.5243,9341.06,0.19,26,29,26,<25,Male,Middle Income (30k-80k),Salaried Entry-level,0.9132,1
30786.97,0.4941,0.5764,1,54,431.46,0.6094,0.3606,0.5389,0.582,0.5965,16.0,0.5725,7508.6,0.2439,9,12,8,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.6802,1
66575.66,0.303,0.7105,1,73,393.73,0.584,0.5592,0.4078,0.3689,0.4645,21.5,0.4137,7527.25,0.1131,29,32,29,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.6272,1
27406.31,0.7088,0.4344,1,39,577.75,0.5333,0.7799,0.4185,0.4184,0.5288,20.46,0.4552,4760.84,0.1737,17,33,13,25-34,Male,Low Income (<30k),Freelancer / Creator,0.2101,0
48232.18,0.2902,0.8097,1,46,199.06,0.8829,0.8238,0.598,0.6301,0.629,23.24,0.619,13188.46,0.2734,16,20,12,<25,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9554,1
38032.25,0.4507,0.6723,1,52,150.0,0.6043,0.7445,0.6282,0.6519,0.59,16.42,0.6234,8696.35,0.2287,50,62,48,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.8694,1
81764.85,0.7344,0.4056,1,67,407.57,0.723,0.8484,0.5999,0.5343,0.5445,19.71,0.5596,21425.61,0.262,41,43,41,50+,Male,Upper Middle (>80k),Freelancer / Creator,0.6674,1
49415.42,0.6795,0.4492,3,49,349.56,0.5813,0.8905,0.6049,0.5744,0.5068,15.74,0.562,10422.92,0.2109,20,25,18,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.6574,1
38960.44,0.2301,0.8259,2,59,383.31,0.4823,0.6882,0.5494,0.6007,0.6356,15.02,0.5952,10575.79,0.2714,16,21,16,25-34,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9385,1
37981.01,0.2161,0.8481,3,61,150.0,0.8133,0.9222,0.6675,0.6714,0.7246,16.86,0.6878,9160.54,0.2412,22,35,19,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.9692,1
63914.04,0.1904,0.8844,1,63,516.93,0.4269,0.6603,0.6947,0.6397,0.7219,11.31,0.6854,20031.7,0.3134,11,21,8,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.8795,1
67680.74,0.1961,0.8865,3,63,590.04,0.6998,0.5642,0.7168,0.6631,0.6253,11.77,0.6684,16629.59,0.2457,35,37,32,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.9693,1
17842.83,0.7582,0.2552,2,50,346.04,0.2634,0.6916,0.2052,0.2029,0.2197,29.2,0.2093,898.59,0.0504,37,51,33,<25,Male,Low Income (<30k),Gig Worker / Delivery,0.1083,0
21176.96,0.7197,0.3284,1,47,150.0,0.7276,0.7937,0.5143,0.5257,0.5213,17.34,0.5205,3311.38,0.1564,35,43,31,25-34,Male,Low Income (<30k),Student / First-time Earner,0.5487,1
85634.33,0.5044,0.5626,2,60,658.25,0.5504,0.8586,0.3465,0.3485,0.3964,26.37,0.3638,9365.83,0.1094,10,15,6,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.5235,0
42723.94,0.7098,0.2343,3,64,150.0,0.4317,0.7403,0.2751,0.3051,0.3985,26.0,0.3262,8205.1,0.192,55,65,51,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.2588,0
52244.82,0.6437,0.3974,2,50,709.02,0.7695,0.5839,0.5861,0.594,0.5712,16.85,0.5838,4784.49,0.0916,54,61,53,35-49,Male,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.7382,0
43469.97,0.2132,0.8537,2,64,150.0,0.8338,0.6361,0.6369,0.6512,0.6033,13.49,0.6304,14993.68,0.3449,20,26,20,25-34,Female,Middle Income (30k-80k),Informal MSME / Shopkeeper,0.9612,1
12000.0,0.4913,0.4801,1,41,363.34,0.5494,0.5422,0.4561,0.4304,0.5328,20.36,0.4731,2379.99,0.1983,59,71,59,<25,Non-Binary/Other,Low Income (<30k),Student / First-time Earner,0.6526,0
29782.7,0.4458,0.609,3,48,206.69,0.7299,0.704,0.5724,0.6344,0.594,15.05,0.6002,7130.57,0.2394,15,26,14,50+,Male,Low Income (<30k),Gig Worker / Delivery,0.8855,1
45409.4,0.6594,0.3214,3,61,430.76,0.5273,0.5618,0.3308,0.3131,0.4364,23.9,0.3601,7903.09,0.174,10,12,6,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.2794,0
30652.7,0.8643,0.2149,2,53,217.07,0.3974,0.4803,0.3766,0.344,0.4012,24.29,0.3739,2199.28,0.0717,12,23,9,25-34,Non-Binary/Other,Middle Income (30k-80k),Gig Worker / Delivery,0.0451,1
30873.18,0.8846,0.3051,1,59,150.0,0.6106,0.9401,0.4306,0.3631,0.464,20.57,0.4192,1726.09,0.0559,25,38,21,35-49,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.2341,0
96883.61,0.3056,0.7051,3,64,735.84,0.7389,0.6804,0.6089,0.6076,0.642,17.82,0.6195,34205.98,0.3531,6,10,5,25-34,Female,Upper Middle (>80k),Salaried Entry-level,0.9166,1
38522.78,0.3637,0.8224,3,59,225.25,0.3519,0.9601,0.5987,0.5484,0.6521,15.99,0.5998,11599.28,0.3011,18,32,14,<25,Male,Middle Income (30k-80k),Gig Worker / Delivery,0.9244,1
16178.21,0.6914,0.4361,1,66,309.71,0.3866,0.5624,0.4385,0.3615,0.413,23.37,0.4044,866.53,0.0536,33,48,32,35-49,Female,Low Income (<30k),Student / First-time Earner,0.2339,0
23045.26,0.3368,0.5906,2,52,150.0,0.7562,0.849,0.5053,0.4451,0.5168,20.01,0.4891,4468.7,0.1939,24,41,24,35-49,Male,Low Income (<30k),Informal MSME / Shopkeeper,0.927,1
58485.8,0.7135,0.3498,1,70,259.48,0.617,0.9016,0.467,0.5014,0.555,18.48,0.5078,4225.92,0.0723,19,25,17,25-34,Male,Middle Income (30k-80k),Freelancer / Creator,0.3933,0
99909.53,0.45,0.7637,1,82,843.85,0.4594,0.6316,0.4985,0.5108,0.4773,18.38,0.4955,27350.8,0.2738,14,17,10,25-34,Male,Upper Middle (>80k),Freelancer / Creator,0.8451,1
23668.77,0.7003,0.3222,1,50,150.0,0.3158,0.8676,0.4243,0.4431,0.4354,19.94,0.4343,4156.37,0.1756,26,40,25,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.262,0
28759.93,0.282,0.7842,1,50,597.2,0.5398,0.7594,0.6325,0.6088,0.6979,15.52,0.6464,6758.0,0.235,14,30,12,<25,Female,Low Income (<30k),Student / First-time Earner,0.8997,1
48550.15,0.267,0.7872,1,55,621.83,0.7975,0.5988,0.7485,0.7182,0.7588,10.29,0.7418,16831.87,0.3467,18,26,18,25-34,Female,Middle Income (30k-80k),Salaried Entry-level,0.959,1
55968.8,0.8056,0.3323,3,58,659.4,0.6265,0.6897,0.4701,0.4407,0.5449,27.75,0.4852,4126.76,0.0737,37,47,34,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.2175,0
19985.64,0.7381,0.4954,2,42,392.54,0.2984,0.6342,0.3705,0.3966,0.4276,21.69,0.3982,3360.72,0.1682,44,52,40,50+,Female,Low Income (<30k),Gig Worker / Delivery,0.4457,1
96438.92,0.3382,0.6986,2,67,635.67,0.2346,0.4771,0.5368,0.4925,0.5703,16.74,0.5332,16176.58,0.1677,21,23,20,35-49,Male,Upper Middle (>80k),Freelancer / Creator,0.6247,0
20969.24,0.2944,0.8229,1,49,150.0,0.5677,0.7349,0.6959,0.72,0.6328,11.26,0.6829,6660.99,0.3177,21,23,16,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.8715,1
32940.86,0.5067,0.4651,1,55,347.66,0.6067,0.8676,0.4413,0.4527,0.4647,22.09,0.4529,6150.5,0.1867,9,26,4,25-34,Male,Middle Income (30k-80k),Salaried Entry-level,0.5196,1
20777.44,0.3812,0.7226,1,52,225.4,0.5809,0.7498,0.536,0.5577,0.5253,16.28,0.5397,4122.42,0.1984,30,42,28,<25,Female,Low Income (<30k),Salaried Entry-level,0.6734,0
73369.91,0.6803,0.369,1,65,688.45,0.4194,0.7995,0.4681,0.4272,0.4088,20.11,0.4347,7180.49,0.0979,10,21,6,50+,Female,Middle Income (30k-80k),Freelancer / Creator,0.2779,0
16410.6,0.3586,0.7025,1,54,235.68,0.4541,0.7499,0.5312,0.6024,0.5377,18.07,0.5571,4761.88,0.2902,25,29,20,25-34,Female,Low Income (<30k),Student / First-time Earner,0.7154,1
26985.65,0.4957,0.5397,1,47,348.86,0.4926,0.7568,0.3673,0.4259,0.456,20.73,0.4164,6884.03,0.2551,28,43,24,<25,Female,Low Income (<30k),Gig Worker / Delivery,0.8515,1
68398.78,0.659,0.5972,2,59,507.17,0.4889,0.7549,0.6334,0.6714,0.5681,15.22,0.6243,20042.84,0.293,40,44,36,25-34,Female,Middle Income (30k-80k),Freelancer / Creator,0.8531,0
50316.91,0.1871,0.9103,1,66,150.0,0.7053,0.7401,0.6335,0.6523,0.603,13.04,0.6296,14015.52,0.2785,26,34,21,35-49,Female,Middle Income (30k-80k),Salaried Entry-level,0.9543,1
24109.11,0.5178,0.5027,1,45,349.19,0.6115,0.8781,0.5197,0.4884,0.5457,18.79,0.518,4808.46,0.1994,18,26,15,35-49,Male,Low Income (<30k),Gig Worker / Delivery,0.6237,0
